,Eur
6138,0.084
6139,0.084
6140,0.084
6141,0.084
6142,0.084
6143,0.084
6144,0.084
6145,0.084
6146,0.084
6147,0.084
6148,0.084
6149,0.084
6150,0.084
6151,0.084
6152,0.084
6153,0.084
6154,0.084
6155,0.084
6156,0.084
6157,0.084
6158,0.084
6159,0.084
6160,0.084
6161,0.084
6162,0.084
6163,0.084
6164,0.084
6165,0.084
6166,0.084
6167,0.084
6168,0.084
6169,0.084
6170,0.084
6171,0.084
6172,0.084
6173,0.084
6174,0.084
6175,0.084
6176,0.084
6177,0.084
6178,0.084
6179,0.084
6180,0.084
6181,0.084
6182,0.084
6183,0.084
6184,0.084
6185,0.084
6186,0.084
6187,0.127
6188,0.127
6189,0.224
6190,0.224
6191,0.224
6192,0.224
6193,0.127
6194,0.127
6195,0.127
6196,0.127
6197,0.224
6198,0.224
6199,0.224
6200,0.224
6201,0.127
6202,0.127
6203,0.084
6204,0.084
6205,0.084
6206,0.084
6207,0.084
6208,0.084
6209,0.084
6210,0.127
6211,0.127
6212,0.224
6213,0.224
6214,0.224
6215,0.224
6216,0.127
6217,0.127
6218,0.127
6219,0.127
6220,0.224
6221,0.224
6222,0.224
6223,0.224
6224,0.127
6225,0.127
6226,0.084
6227,0.084
6228,0.084
6229,0.084
6230,0.084
6231,0.084
6232,0.084
6233,0.127
6234,0.127
6235,0.224
6236,0.224
6237,0.224
6238,0.224
6239,0.127
6240,0.127
6241,0.127
6242,0.127
6243,0.224
6244,0.224
6245,0.224
6246,0.224
6247,0.127
6248,0.127
6249,0.084
6250,0.084
6251,0.084
6252,0.084
6253,0.084
6254,0.084
6255,0.084
6256,0.127
6257,0.127
6258,0.224
6259,0.224
6260,0.224
6261,0.224
6262,0.127
6263,0.127
6264,0.127
6265,0.127
6266,0.224
6267,0.224
6268,0.224
6269,0.224
6270,0.127
6271,0.127
6272,0.084
6273,0.084
6274,0.084
6275,0.084
6276,0.084
6277,0.084
6278,0.084
6279,0.127
6280,0.127
6281,0.224
6282,0.224
6283,0.224
6284,0.224
6285,0.127
6286,0.127
6287,0.127
6288,0.127
6289,0.224
6290,0.224
6291,0.224
6292,0.224
6293,0.127
6294,0.127
6295,0.084
6296,0.084
6297,0.084
6298,0.084
6299,0.084
6300,0.084
6301,0.084
6302,0.084
6303,0.084
6304,0.084
6305,0.084
6306,0.084
6307,0.084
6308,0.084
6309,0.084
6310,0.084
6311,0.084
6312,0.084
6313,0.084
6314,0.084
6315,0.084
6316,0.084
6317,0.084
6318,0.084
6319,0.084
6320,0.084
6321,0.084
6322,0.084
6323,0.084
6324,0.084
6325,0.084
6326,0.084
6327,0.084
6328,0.084
6329,0.084
6330,0.084
6331,0.084
6332,0.084
6333,0.084
6334,0.084
6335,0.084
6336,0.084
6337,0.084
6338,0.084
6339,0.084
6340,0.084
6341,0.084
6342,0.084
6343,0.084
6344,0.084
6345,0.084
6346,0.084
6347,0.084
6348,0.084
6349,0.084
6350,0.084
6351,0.084
6352,0.084
6353,0.084
6354,0.127
6355,0.127
6356,0.224
6357,0.224
6358,0.224
6359,0.224
6360,0.127
6361,0.127
6362,0.127
6363,0.127
6364,0.224
6365,0.224
6366,0.224
6367,0.224
6368,0.127
6369,0.127
6370,0.084
6371,0.084
6372,0.084
6373,0.084
6374,0.084
6375,0.084
6376,0.084
6377,0.127
6378,0.127
6379,0.224
6380,0.224
6381,0.224
6382,0.224
6383,0.127
6384,0.127
6385,0.127
6386,0.127
6387,0.224
6388,0.224
6389,0.224
6390,0.224
6391,0.127
6392,0.127
6393,0.084
6394,0.084
6395,0.084
6396,0.084
6397,0.084
6398,0.084
6399,0.084
6400,0.127
6401,0.127
6402,0.224
6403,0.224
6404,0.224
6405,0.224
6406,0.127
6407,0.127
6408,0.127
6409,0.127
6410,0.224
6411,0.224
6412,0.224
6413,0.224
6414,0.127
6415,0.127
6416,0.084
6417,0.084
6418,0.084
6419,0.084
6420,0.084
6421,0.084
6422,0.084
6423,0.127
6424,0.127
6425,0.224
6426,0.224
6427,0.224
6428,0.224
6429,0.127
6430,0.127
6431,0.127
6432,0.127
6433,0.224
6434,0.224
6435,0.224
6436,0.224
6437,0.127
6438,0.127
6439,0.084
6440,0.084
6441,0.084
6442,0.084
6443,0.084
6444,0.084
6445,0.084
6446,0.127
6447,0.127
6448,0.224
6449,0.224
6450,0.224
6451,0.224
6452,0.127
6453,0.127
6454,0.127
6455,0.127
6456,0.224
6457,0.224
6458,0.224
6459,0.224
6460,0.127
6461,0.127
6462,0.084
6463,0.084
6464,0.084
6465,0.084
6466,0.084
6467,0.084
6468,0.084
6469,0.084
6470,0.084
6471,0.084
6472,0.084
6473,0.084
6474,0.084
6475,0.084
6476,0.084
6477,0.084
6478,0.084
6479,0.084
6480,0.084
6481,0.084
6482,0.084
6483,0.084
6484,0.084
6485,0.084
6486,0.084
6487,0.084
6488,0.084
6489,0.084
6490,0.084
6491,0.084
6492,0.084
6493,0.084
6494,0.084
6495,0.084
6496,0.084
6497,0.084
6498,0.084
6499,0.084
6500,0.084
6501,0.084
6502,0.084
6503,0.084
6504,0.084
6505,0.084
6506,0.084
6507,0.084
6508,0.084
6509,0.084
6510,0.084
6511,0.084
6512,0.084
6513,0.084
6514,0.084
6515,0.084
6516,0.084
6517,0.084
6518,0.084
6519,0.084
6520,0.084
6521,0.127
6522,0.127
6523,0.224
6524,0.224
6525,0.224
6526,0.224
6527,0.127
6528,0.127
6529,0.127
6530,0.127
6531,0.224
6532,0.224
6533,0.224
6534,0.224
6535,0.127
6536,0.127
6537,0.084
6538,0.084
6539,0.084
6540,0.084
6541,0.084
6542,0.084
6543,0.084
6544,0.127
6545,0.127
6546,0.224
6547,0.224
6548,0.224
6549,0.224
6550,0.127
6551,0.127
6552,0.127
6553,0.127
6554,0.224
6555,0.224
6556,0.224
6557,0.224
6558,0.127
6559,0.127
6560,0.084
6561,0.084
6562,0.084
6563,0.084
6564,0.084
6565,0.084
6566,0.084
6567,0.127
6568,0.127
6569,0.224
6570,0.224
6571,0.224
6572,0.224
6573,0.127
6574,0.127
6575,0.127
6576,0.127
6577,0.224
6578,0.224
6579,0.224
6580,0.224
6581,0.127
6582,0.127
6583,0.084
6584,0.084
6585,0.084
6586,0.084
6587,0.084
6588,0.084
6589,0.084
6590,0.127
6591,0.127
6592,0.224
6593,0.224
6594,0.224
6595,0.224
6596,0.127
6597,0.127
6598,0.127
6599,0.127
6600,0.224
6601,0.224
6602,0.224
6603,0.224
6604,0.127
6605,0.127
6606,0.084
6607,0.084
6608,0.084
6609,0.084
6610,0.084
6611,0.084
6612,0.084
6613,0.127
6614,0.127
6615,0.224
6616,0.224
6617,0.224
6618,0.224
6619,0.127
6620,0.127
6621,0.127
6622,0.127
6623,0.224
6624,0.224
6625,0.224
6626,0.224
6627,0.127
6628,0.127
6629,0.084
6630,0.084
6631,0.084
6632,0.084
6633,0.084
6634,0.084
6635,0.084
6636,0.084
6637,0.084
6638,0.084
6639,0.084
6640,0.084
6641,0.084
6642,0.084
6643,0.084
6644,0.084
6645,0.084
6646,0.084
6647,0.084
6648,0.084
6649,0.084
6650,0.084
6651,0.084
6652,0.084
6653,0.084
6654,0.084
6655,0.084
6656,0.084
6657,0.084
6658,0.084
6659,0.084
6660,0.084
6661,0.084
6662,0.084
6663,0.084
6664,0.084
6665,0.084
6666,0.084
6667,0.084
6668,0.084
6669,0.084
6670,0.084
6671,0.084
6672,0.084
6673,0.084
6674,0.084
6675,0.084
6676,0.084
6677,0.084
6678,0.084
6679,0.084
6680,0.084
6681,0.084
6682,0.084
6683,0.084
6684,0.084
6685,0.084
6686,0.084
6687,0.084
6688,0.127
6689,0.127
6690,0.224
6691,0.224
6692,0.224
6693,0.224
6694,0.127
6695,0.127
6696,0.127
6697,0.127
6698,0.224
6699,0.224
6700,0.224
6701,0.224
6702,0.127
6703,0.127
6704,0.084
6705,0.084
6706,0.084
6707,0.084
6708,0.084
6709,0.084
6710,0.084
6711,0.127
6712,0.127
6713,0.224
6714,0.224
6715,0.224
6716,0.224
6717,0.127
6718,0.127
6719,0.127
6720,0.127
6721,0.224
6722,0.224
6723,0.224
6724,0.224
6725,0.127
6726,0.127
6727,0.084
6728,0.084
6729,0.084
6730,0.084
6731,0.084
6732,0.084
6733,0.084
6734,0.127
6735,0.127
6736,0.224
6737,0.224
6738,0.224
6739,0.224
6740,0.127
6741,0.127
6742,0.127
6743,0.127
6744,0.224
6745,0.224
6746,0.224
6747,0.224
6748,0.127
6749,0.127
6750,0.084
6751,0.084
6752,0.084
6753,0.084
6754,0.084
6755,0.084
6756,0.084
6757,0.127
6758,0.127
6759,0.224
6760,0.224
6761,0.224
6762,0.224
6763,0.127
6764,0.127
6765,0.127
6766,0.127
6767,0.224
6768,0.224
6769,0.224
6770,0.224
6771,0.127
6772,0.127
6773,0.084
6774,0.084
6775,0.084
6776,0.084
6777,0.084
6778,0.084
6779,0.084
6780,0.127
6781,0.127
6782,0.224
6783,0.224
6784,0.224
6785,0.224
6786,0.127
6787,0.127
6788,0.127
6789,0.127
6790,0.224
6791,0.224
6792,0.224
6793,0.224
6794,0.127
6795,0.127
6796,0.084
6797,0.084
6798,0.084
6799,0.084
6800,0.084
6801,0.084
6802,0.084
6803,0.084
6804,0.084
6805,0.084
6806,0.084
6807,0.084
6808,0.084
6809,0.084
6810,0.084
6811,0.084
6812,0.084
6813,0.084
6814,0.084
6815,0.084
6816,0.084
6817,0.084
6818,0.084
6819,0.084
6820,0.084
6821,0.084
6822,0.084
6823,0.084
6824,0.084
6825,0.084
6826,0.084
6827,0.084
6828,0.084
6829,0.084
6830,0.084
6831,0.084
6832,0.084
6833,0.084
6834,0.084
6835,0.084
6836,0.084
6837,0.084
6838,0.084
6839,0.084
6840,0.084
6841,0.084
6842,0.084
6843,0.084
6844,0.084
6845,0.084
6846,0.084
6847,0.084
6848,0.084
6849,0.084
6850,0.084
6851,0.084
6852,0.084
6853,0.084
6854,0.084
6855,0.127
6856,0.127
6857,0.224
6858,0.224
6859,0.224
6860,0.224
6861,0.127
6862,0.127
6863,0.127
6864,0.127
6865,0.224
6866,0.224
6867,0.224
6868,0.224
6869,0.127
6870,0.127
6871,0.084
6872,0.084
6873,0.084
6874,0.084
6875,0.084
6876,0.084
6877,0.084
6878,0.127
6879,0.127
6880,0.224
6881,0.224
6882,0.224
6883,0.224
6884,0.127
6885,0.127
6886,0.127
6887,0.127
6888,0.224
6889,0.224
6890,0.224
6891,0.224
6892,0.127
6893,0.127
6894,0.084
6895,0.084
6896,0.084
6897,0.084
6898,0.084
6899,0.084
6900,0.084
6901,0.127
6902,0.127
6903,0.224
6904,0.224
6905,0.224
6906,0.224
6907,0.127
6908,0.127
6909,0.127
6910,0.127
6911,0.224
6912,0.224
6913,0.224
6914,0.224
6915,0.127
6916,0.127
6917,0.084
6918,0.084
6919,0.084
6920,0.084
6921,0.084
6922,0.084
6923,0.084
6924,0.127
6925,0.127
6926,0.224
6927,0.224
6928,0.224
6929,0.224
6930,0.127
6931,0.127
6932,0.127
6933,0.127
6934,0.224
6935,0.224
6936,0.224
6937,0.224
6938,0.127
6939,0.127
6940,0.084
6941,0.084
6942,0.084
6943,0.084
6944,0.084
6945,0.084
6946,0.084
6947,0.127
6948,0.127
6949,0.224
6950,0.224
6951,0.224
6952,0.224
6953,0.127
6954,0.127
6955,0.127
6956,0.127
6957,0.224
6958,0.224
6959,0.224
6960,0.224
6961,0.127
6962,0.127
6963,0.084
6964,0.084
6965,0.084
6966,0.084
6967,0.084
6968,0.084
6969,0.084
6970,0.084
6971,0.084
6972,0.084
6973,0.084
6974,0.084
6975,0.084
6976,0.084
6977,0.084
6978,0.084
6979,0.084
6980,0.084
6981,0.084
6982,0.084
6983,0.084
6984,0.084
6985,0.084
6986,0.084
6987,0.084
6988,0.084
6989,0.084
6990,0.084
6991,0.084
6992,0.084
6993,0.084
6994,0.084
6995,0.084
6996,0.084
6997,0.084
6998,0.084
6999,0.084
7000,0.084
7001,0.084
7002,0.084
7003,0.084
7004,0.084
7005,0.084
7006,0.084
7007,0.084
7008,0.084
7009,0.084
7010,0.084
7011,0.084
7012,0.084
7013,0.084
7014,0.084
7015,0.084
7016,0.084
7017,0.084
7018,0.084
7019,0.084
7020,0.084
7021,0.084
7022,0.127
7023,0.127
7024,0.224
7025,0.224
7026,0.224
7027,0.224
7028,0.127
7029,0.127
7030,0.127
7031,0.127
7032,0.224
7033,0.224
7034,0.224
7035,0.224
7036,0.127
7037,0.127
7038,0.084
7039,0.084
7040,0.084
7041,0.084
7042,0.084
7043,0.084
7044,0.084
7045,0.127
7046,0.127
7047,0.224
7048,0.224
7049,0.224
7050,0.224
7051,0.127
7052,0.127
7053,0.127
7054,0.127
7055,0.224
7056,0.224
7057,0.224
7058,0.224
7059,0.127
7060,0.127
7061,0.084
7062,0.084
7063,0.084
7064,0.084
7065,0.084
7066,0.084
7067,0.084
7068,0.127
7069,0.127
7070,0.224
7071,0.224
7072,0.224
7073,0.224
7074,0.127
7075,0.127
7076,0.127
7077,0.127
7078,0.224
7079,0.224
7080,0.224
7081,0.224
7082,0.127
7083,0.127
7084,0.084
7085,0.084
7086,0.084
7087,0.084
7088,0.084
7089,0.084
7090,0.084
7091,0.127
7092,0.127
7093,0.224
7094,0.224
7095,0.224
7096,0.224
7097,0.127
7098,0.127
7099,0.127
7100,0.127
7101,0.224
7102,0.224
7103,0.224
7104,0.224
7105,0.127
7106,0.127
7107,0.084
7108,0.084
7109,0.084
7110,0.084
7111,0.084
7112,0.084
7113,0.084
7114,0.127
7115,0.127
7116,0.224
7117,0.224
7118,0.224
7119,0.224
7120,0.127
7121,0.127
7122,0.127
7123,0.127
7124,0.224
7125,0.224
7126,0.224
7127,0.224
7128,0.127
7129,0.127
7130,0.084
7131,0.084
7132,0.084
7133,0.084
7134,0.084
7135,0.084
7136,0.084
7137,0.084
7138,0.084
7139,0.084
7140,0.084
7141,0.084
7142,0.084
7143,0.084
7144,0.084
7145,0.084
7146,0.084
7147,0.084
7148,0.084
7149,0.084
7150,0.084
7151,0.084
7152,0.084
7153,0.084
7154,0.084
7155,0.084
7156,0.084
7157,0.084
7158,0.084
7159,0.084
7160,0.084
7161,0.084
7162,0.084
7163,0.084
7164,0.084
7165,0.084
7166,0.084
7167,0.084
7168,0.084
7169,0.084
7170,0.084
7171,0.084
7172,0.084
7173,0.084
7174,0.084
7175,0.084
7176,0.084
7177,0.084
7178,0.084
7179,0.084
7180,0.084
7181,0.084
7182,0.084
7183,0.084
7184,0.084
7185,0.084
7186,0.084
7187,0.084
7188,0.084
7189,0.127
7190,0.127
7191,0.224
7192,0.224
7193,0.224
7194,0.224
7195,0.127
7196,0.127
7197,0.127
7198,0.127
7199,0.224
7200,0.224
7201,0.224
7202,0.224
7203,0.127
7204,0.127
7205,0.084
7206,0.084
7207,0.084
7208,0.084
7209,0.084
7210,0.084
7211,0.084
7212,0.127
7213,0.127
7214,0.224
7215,0.224
7216,0.224
7217,0.224
7218,0.127
7219,0.127
7220,0.127
7221,0.127
7222,0.224
7223,0.224
7224,0.224
7225,0.224
7226,0.127
7227,0.127
7228,0.084
7229,0.084
7230,0.084
7231,0.084
7232,0.084
7233,0.084
7234,0.084
7235,0.127
7236,0.127
7237,0.224
7238,0.224
7239,0.224
7240,0.224
7241,0.127
7242,0.127
7243,0.127
7244,0.127
7245,0.224
7246,0.224
7247,0.224
7248,0.224
7249,0.127
7250,0.127
7251,0.084
7252,0.084
7253,0.084
7254,0.084
7255,0.084
7256,0.084
7257,0.084
7258,0.127
7259,0.127
7260,0.224
7261,0.224
7262,0.224
7263,0.224
7264,0.127
7265,0.127
7266,0.127
7267,0.127
7268,0.224
7269,0.224
7270,0.224
7271,0.224
7272,0.127
7273,0.127
7274,0.084
7275,0.084
7276,0.084
7277,0.084
7278,0.084
7279,0.084
7280,0.084
7281,0.127
7282,0.127
7283,0.224
7284,0.224
7285,0.224
7286,0.224
7287,0.127
7288,0.127
7289,0.127
7290,0.127
7291,0.224
7292,0.224
7293,0.224
7294,0.224
7295,0.127
7296,0.127
7297,0.084
7298,0.084
7299,0.084
7300,0.084
7301,0.084
7302,0.084
7303,0.084
7304,0.084
7305,0.084
7306,0.084
7307,0.084
7308,0.084
7309,0.084
7310,0.084
7311,0.084
7312,0.084
7313,0.084
7314,0.084
7315,0.084
7316,0.084
7317,0.084
7318,0.084
7319,0.084
7320,0.084
7321,0.084
7322,0.084
7323,0.084
7324,0.084
7325,0.084
7326,0.084
7327,0.084
7328,0.084
7329,0.084
7330,0.084
7331,0.084
7332,0.084
7333,0.084
7334,0.084
7335,0.084
7336,0.084
7337,0.084
7338,0.084
7339,0.084
7340,0.084
7341,0.084
7342,0.084
7343,0.084
7344,0.084
7345,0.084
7346,0.084
7347,0.084
7348,0.084
7349,0.084
7350,0.084
7351,0.084
7352,0.084
7353,0.084
7354,0.084
7355,0.084
7356,0.127
7357,0.127
7358,0.224
7359,0.224
7360,0.224
7361,0.224
7362,0.127
7363,0.127
7364,0.127
7365,0.127
7366,0.224
7367,0.224
7368,0.224
7369,0.224
7370,0.127
7371,0.127
7372,0.084
7373,0.084
7374,0.084
7375,0.084
7376,0.084
7377,0.084
7378,0.084
7379,0.127
7380,0.127
7381,0.224
7382,0.224
7383,0.224
7384,0.224
7385,0.127
7386,0.127
7387,0.127
7388,0.127
7389,0.224
7390,0.224
7391,0.224
7392,0.224
7393,0.127
7394,0.127
7395,0.084
7396,0.084
7397,0.084
7398,0.084
7399,0.084
7400,0.084
7401,0.084
7402,0.127
7403,0.127
7404,0.224
7405,0.224
7406,0.224
7407,0.224
7408,0.127
7409,0.127
7410,0.127
7411,0.127
7412,0.224
7413,0.224
7414,0.224
7415,0.224
7416,0.127
7417,0.127
7418,0.084
7419,0.084
7420,0.084
7421,0.084
7422,0.084
7423,0.084
7424,0.084
7425,0.127
7426,0.127
7427,0.224
7428,0.224
7429,0.224
7430,0.224
7431,0.127
7432,0.127
7433,0.127
7434,0.127
7435,0.224
7436,0.224
7437,0.224
7438,0.224
7439,0.127
7440,0.127
7441,0.084
7442,0.084
7443,0.084
7444,0.084
7445,0.084
7446,0.084
7447,0.084
7448,0.127
7449,0.127
7450,0.224
7451,0.224
7452,0.224
7453,0.224
7454,0.127
7455,0.127
7456,0.127
7457,0.127
7458,0.224
7459,0.224
7460,0.224
7461,0.224
7462,0.127
7463,0.127
7464,0.084
7465,0.084
7466,0.084
7467,0.084
7468,0.084
7469,0.084
7470,0.084
7471,0.084
7472,0.084
7473,0.084
7474,0.084
7475,0.084
7476,0.084
7477,0.084
7478,0.084
7479,0.084
7480,0.084
7481,0.084
7482,0.084
7483,0.084
7484,0.084
7485,0.084
7486,0.084
7487,0.084
7488,0.084
7489,0.084
7490,0.084
7491,0.084
7492,0.084
7493,0.084
7494,0.084
7495,0.084
7496,0.084
7497,0.084
7498,0.084
7499,0.084
7500,0.084
7501,0.084
7502,0.084
7503,0.084
7504,0.084
7505,0.084
7506,0.084
7507,0.084
7508,0.084
7509,0.084
7510,0.084
7511,0.084
7512,0.084
7513,0.084
7514,0.084
7515,0.084
7516,0.084
7517,0.084
7518,0.084
7519,0.084
7520,0.084
7521,0.084
7522,0.084
7523,0.127
7524,0.127
7525,0.224
7526,0.224
7527,0.224
7528,0.224
7529,0.127
7530,0.127
7531,0.127
7532,0.127
7533,0.224
7534,0.224
7535,0.224
7536,0.224
7537,0.127
7538,0.127
7539,0.084
7540,0.084
7541,0.084
7542,0.084
7543,0.084
7544,0.084
7545,0.084
7546,0.127
7547,0.127
7548,0.224
7549,0.224
7550,0.224
7551,0.224
7552,0.127
7553,0.127
7554,0.127
7555,0.127
7556,0.224
7557,0.224
7558,0.224
7559,0.224
7560,0.127
7561,0.127
7562,0.084
7563,0.084
7564,0.084
7565,0.084
7566,0.084
7567,0.084
7568,0.084
7569,0.127
7570,0.127
7571,0.224
7572,0.224
7573,0.224
7574,0.224
7575,0.127
7576,0.127
7577,0.127
7578,0.127
7579,0.224
7580,0.224
7581,0.224
7582,0.224
7583,0.127
7584,0.127
7585,0.084
7586,0.084
7587,0.084
7588,0.084
7589,0.084
7590,0.084
7591,0.084
7592,0.127
7593,0.127
7594,0.224
7595,0.224
7596,0.224
7597,0.224
7598,0.127
7599,0.127
7600,0.127
7601,0.127
7602,0.224
7603,0.224
7604,0.224
7605,0.224
7606,0.127
7607,0.127
7608,0.084
7609,0.084
7610,0.084
7611,0.084
7612,0.084
7613,0.084
7614,0.084
7615,0.127
7616,0.127
7617,0.224
7618,0.224
7619,0.224
7620,0.224
7621,0.127
7622,0.127
7623,0.127
7624,0.127
7625,0.224
7626,0.224
7627,0.224
7628,0.224
7629,0.127
7630,0.127
7631,0.084
7632,0.084
7633,0.084
7634,0.084
7635,0.084
7636,0.084
7637,0.084
7638,0.084
7639,0.084
7640,0.084
7641,0.084
7642,0.084
7643,0.084
7644,0.084
7645,0.084
7646,0.084
7647,0.084
7648,0.084
7649,0.084
7650,0.084
7651,0.084
7652,0.084
7653,0.084
7654,0.084
7655,0.084
7656,0.084
7657,0.084
7658,0.084
7659,0.084
7660,0.084
7661,0.084
7662,0.084
7663,0.084
7664,0.084
7665,0.084
7666,0.084
7667,0.084
7668,0.084
7669,0.084
7670,0.084
7671,0.084
7672,0.084
7673,0.084
7674,0.084
7675,0.084
7676,0.084
7677,0.084
7678,0.084
7679,0.084
7680,0.084
7681,0.084
7682,0.084
7683,0.084
7684,0.084
7685,0.084
7686,0.084
7687,0.084
7688,0.084
7689,0.084
7690,0.127
7691,0.127
7692,0.224
7693,0.224
7694,0.224
7695,0.224
7696,0.127
7697,0.127
7698,0.127
7699,0.127
7700,0.224
7701,0.224
7702,0.224
7703,0.224
7704,0.127
7705,0.127
7706,0.084
7707,0.084
7708,0.084
7709,0.084
7710,0.084
7711,0.084
7712,0.084
7713,0.127
7714,0.127
7715,0.224
7716,0.224
7717,0.224
7718,0.224
7719,0.127
7720,0.127
7721,0.127
7722,0.127
7723,0.224
7724,0.224
7725,0.224
7726,0.224
7727,0.127
7728,0.127
7729,0.084
7730,0.084
7731,0.084
7732,0.084
7733,0.084
7734,0.084
7735,0.084
7736,0.127
7737,0.127
7738,0.224
7739,0.224
7740,0.224
7741,0.224
7742,0.127
7743,0.127
7744,0.127
7745,0.127
7746,0.224
7747,0.224
7748,0.224
7749,0.224
7750,0.127
7751,0.127
7752,0.084
7753,0.084
7754,0.084
7755,0.084
7756,0.084
7757,0.084
7758,0.084
7759,0.127
7760,0.127
7761,0.224
7762,0.224
7763,0.224
7764,0.224
7765,0.127
7766,0.127
7767,0.127
7768,0.127
7769,0.224
7770,0.224
7771,0.224
7772,0.224
7773,0.127
7774,0.127
7775,0.084
7776,0.084
7777,0.084
7778,0.084
7779,0.084
7780,0.084
7781,0.084
7782,0.127
7783,0.127
7784,0.224
7785,0.224
7786,0.224
7787,0.224
7788,0.127
7789,0.127
7790,0.127
7791,0.127
7792,0.224
7793,0.224
7794,0.224
7795,0.224
7796,0.127
7797,0.127
7798,0.084
7799,0.084
7800,0.084
7801,0.084
7802,0.084
7803,0.084
7804,0.084
7805,0.084
7806,0.084
7807,0.084
7808,0.084
7809,0.084
7810,0.084
7811,0.084
7812,0.084
7813,0.084
7814,0.084
7815,0.084
7816,0.084
7817,0.084
7818,0.084
7819,0.084
7820,0.084
7821,0.084
7822,0.084
7823,0.084
7824,0.084
7825,0.084
7826,0.084
7827,0.084
7828,0.084
7829,0.084
7830,0.084
7831,0.084
7832,0.084
7833,0.084
7834,0.084
7835,0.084
7836,0.084
7837,0.084
7838,0.084
7839,0.084
7840,0.084
7841,0.084
7842,0.084
7843,0.084
7844,0.084
7845,0.084
7846,0.084
7847,0.084
7848,0.084
7849,0.084
7850,0.084
7851,0.084
7852,0.084
7853,0.084
7854,0.084
7855,0.084
7856,0.084
7857,0.127
7858,0.127
7859,0.224
7860,0.224
7861,0.224
7862,0.224
7863,0.127
7864,0.127
7865,0.127
7866,0.127
7867,0.224
7868,0.224
7869,0.224
7870,0.224
7871,0.127
7872,0.127
7873,0.084
7874,0.084
7875,0.084
7876,0.084
7877,0.084
7878,0.084
7879,0.084
7880,0.127
7881,0.127
7882,0.224
7883,0.224
7884,0.224
7885,0.224
7886,0.127
7887,0.127
7888,0.127
7889,0.127
7890,0.224
7891,0.224
7892,0.224
7893,0.224
7894,0.127
7895,0.127
7896,0.084
7897,0.084
7898,0.084
7899,0.084
7900,0.084
7901,0.084
7902,0.084
7903,0.127
7904,0.127
7905,0.224
7906,0.224
7907,0.224
7908,0.224
7909,0.127
7910,0.127
7911,0.127
7912,0.127
7913,0.224
7914,0.224
7915,0.224
7916,0.224
7917,0.127
7918,0.127
7919,0.084
7920,0.084
7921,0.084
7922,0.084
7923,0.084
7924,0.084
7925,0.084
7926,0.127
7927,0.127
7928,0.224
7929,0.224
7930,0.224
7931,0.224
7932,0.127
7933,0.127
7934,0.127
7935,0.127
7936,0.224
7937,0.224
7938,0.224
7939,0.224
7940,0.127
7941,0.127
7942,0.084
7943,0.084
7944,0.084
7945,0.084
7946,0.084
7947,0.084
7948,0.084
7949,0.127
7950,0.127
7951,0.224
7952,0.224
7953,0.224
7954,0.224
7955,0.127
7956,0.127
7957,0.127
7958,0.127
7959,0.224
7960,0.224
7961,0.224
7962,0.224
7963,0.127
7964,0.127
7965,0.084
7966,0.084
7967,0.084
7968,0.084
7969,0.084
7970,0.084
7971,0.084
7972,0.084
7973,0.084
7974,0.084
7975,0.084
7976,0.084
7977,0.084
7978,0.084
7979,0.084
7980,0.084
7981,0.084
7982,0.084
7983,0.084
7984,0.084
7985,0.084
7986,0.084
7987,0.084
7988,0.084
7989,0.084
7990,0.084
7991,0.084
7992,0.084
7993,0.084
7994,0.084
7995,0.084
7996,0.084
7997,0.084
7998,0.084
7999,0.084
8000,0.084
8001,0.084
8002,0.084
8003,0.084
8004,0.084
8005,0.084
8006,0.084
8007,0.084
8008,0.084
8009,0.084
8010,0.084
8011,0.084
8012,0.084
8013,0.084
8014,0.084
8015,0.084
8016,0.084
8017,0.084
8018,0.084
8019,0.084
8020,0.084
8021,0.084
8022,0.084
8023,0.084
8024,0.127
8025,0.127
8026,0.224
8027,0.224
8028,0.224
8029,0.224
8030,0.127
8031,0.127
8032,0.127
8033,0.127
8034,0.224
8035,0.224
8036,0.224
8037,0.224
8038,0.127
8039,0.127
8040,0.084
8041,0.084
8042,0.084
8043,0.084
8044,0.084
8045,0.084
8046,0.084
8047,0.127
8048,0.127
8049,0.224
8050,0.224
8051,0.224
8052,0.224
8053,0.127
8054,0.127
8055,0.127
8056,0.127
8057,0.224
8058,0.224
8059,0.224
8060,0.224
8061,0.127
8062,0.127
8063,0.084
8064,0.084
8065,0.084
8066,0.084
8067,0.084
8068,0.084
8069,0.084
8070,0.127
8071,0.127
8072,0.224
8073,0.224
8074,0.224
8075,0.224
8076,0.127
8077,0.127
8078,0.127
8079,0.127
8080,0.224
8081,0.224
8082,0.224
8083,0.224
8084,0.127
8085,0.127
8086,0.084
8087,0.084
8088,0.084
8089,0.084
8090,0.084
8091,0.084
8092,0.084
8093,0.127
8094,0.127
8095,0.224
8096,0.224
8097,0.224
8098,0.224
8099,0.127
8100,0.127
8101,0.127
8102,0.127
8103,0.224
8104,0.224
8105,0.224
8106,0.224
8107,0.127
8108,0.127
8109,0.084
8110,0.084
8111,0.084
8112,0.084
8113,0.084
8114,0.084
8115,0.084
8116,0.127
8117,0.127
8118,0.224
8119,0.224
8120,0.224
8121,0.224
8122,0.127
8123,0.127
8124,0.127
8125,0.127
8126,0.224
8127,0.224
8128,0.224
8129,0.224
8130,0.127
8131,0.127
8132,0.084
8133,0.084
8134,0.084
8135,0.084
8136,0.084
